ID,Year,Edition,Expansion,Number,Team,Name,Points,Icons,Position1,Position2,Hand,OnBase,Out_H,HR_H,Speed,Control,Out_P,HR_P,IP,PU,SO,GB,FB,BB,Single,SinglePlus,Double,Triple,HR,Def_C,Def_1B,Def_2B,Def_SS,Def_3B,Def_LFRF,Def_CF,Icon_R,Icon_RY,Icon_G,Icon_S,Icon_SB,Icon_HR,Icon_V,Icon_20,Icon_CY,Icon_K
2194,'04,UL,Base,134,Marlins,Luis Castillo,300,G,2B+4,,S,11,6,21,20,NA,NA,NA,NA,','1,'2-5,'6,'7-10,'11-17,'18-19,'20,','21+,NA,NA,4,NA,NA,NA,NA,,,1,,,,,,,
2195,'02,UL,TD,135,Braves,Kevin Millwood,190,,Starter,,R,NA,NA,NA,NA,2,18,20,6,'1-4,'5-8,'9-13,'14-18,','19,',',','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2196,'03,UL,Base,135,Marlins,Vladimir Nunez,170,,Reliever,,R,NA,NA,NA,NA,4,16,24,1,'1-4,'5-8,'9-13,'14-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2197,'03,RS,TD,135,Yankees,Derek Jeter '96,300,RY,SS+2,,R,11,7,20,14,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-10,'11-17,'18,'19,','20+,NA,NA,NA,2,NA,NA,NA,,1,,,,,,,,
2198,'04,UL,Base,135,Marlins,Juan Encarnacion,170,,LF-RF+1,,R,9,6,20,16,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-15,'16,'17-19,','20+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2199,'05,UL,Base,135,Marlins,Juan Pierre,370,SB,CF+0,,L,12,6,21,22,NA,NA,NA,NA,',','1-4,'5-6,'7-8,'9-15,'16-18,'19,'20,'21+,NA,NA,NA,NA,NA,NA,0,,,,,1,,,,,
2200,'05,UL,TD,135,Angels,Paul Byrd,290,,Starter,,R,NA,NA,NA,NA,4,15,23,6,'1,'2-4,'5-9,'10-15,'16,'17-18,','19-22,','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2201,'00,1st,Base,135,Indians,Charles Nagy,320,,Starter,,R,NA,NA,NA,NA,3,16,NA,6,'4-6,'1-3,'7-12,'13-16,','17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2202,'00,1st,PR,135,Devil Rays,Juan Guzman,40,,Starter,,R,NA,NA,NA,NA,5,15,NA,5,'5-6,'1-4,'7-10,'11-15,'16-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2203,'01,1st,Base,135,Indians,Manny Ramirez,560,,LF-RF+0,,R,10,2,17,10,NA,NA,NA,NA,','1-2,',','3-8,'9-13,','14-16,','17-20,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2204,'01,1st,PR,135,Devil Rays,Tanyon Sturtze,190,,Reliever,,R,NA,NA,NA,NA,4,15,NA,2,'1-3,'4-6,'7-12,'13-15,'16-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2205,'01,UL,Base,135,Indians,Manny Ramirez,560,,LF-RF,,R,10,2,17,10,NA,NA,NA,NA,','1-2,',','3-8,'9-13,','14-16,','17-20,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2206,'02,UL,Base,135,Marlins,Ryan Dempster,160,,Starter,,R,NA,NA,NA,NA,4,15,25,6,'1-3,'4-7,'8-12,'13-15,'16-17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2207,'00,1st,Base,136,Indians,Manny Ramirez,560,,LF-RF+1,,R,10,3,17,10,NA,NA,NA,NA,','1-2,','3,'4-9,'10-14,','15-16,','17-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2208,'00,HRH,Base,136,Indians,Manny Ramirez,560,,LF-RF+1,,R,10,3,17,10,NA,NA,NA,NA,','1-2,','3,'4-9,'10-14,','15-16,','17-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2209,'00,1st,PR,136,Devil Rays,Ryan Rupe,460,,Starter,,R,NA,NA,NA,NA,5,15,NA,6,'4-5,'1-3,'6-10,'11-15,'16-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2210,'01,1st,Base,136,Indians,David Segui,320,,1B+0,,S,9,3,19,10,NA,NA,NA,NA,',','1-3,','4-6,'7-15,','16-18,','19-20,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2211,'01,1st,PR,136,Red Sox,Scott Hatteberg,180,,C+0,,L,9,4,20,10,NA,NA,NA,NA,','1,'2-3,'4,'5-11,'12-17,','18-19,','20+,0,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2212,'02,UL,Base,136,Marlins,Cliff Floyd,420,,LF-RF+1,,L,12,7,19,18,NA,NA,NA,NA,','1-3,'4-5,'6-7,'8-10,'11-14,'15,'16-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2213,'02,UL,TD,136,Angels,Aaron Sele,360,,Starter,,R,NA,NA,NA,NA,2,18,21,6,'1-4,'5-7,'8-13,'14-18,','19-20,',',','21+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2214,'03,UL,Base,136,Marlins,Eric Owens,110,,OF+2,,R,9,6,21,18,NA,NA,NA,NA,','1,'2-5,'6,'7-9,'10-15,'16-18,'19-20,','21+,NA,NA,NA,NA,NA,2,2,,,,,,,,,,
2215,'03,RS,TD,136,Padres,Benito Santiago '87,370,RY S,C+7,,R,11,6,20,16,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7,'8-15,'16,'17-19,','20+,7,NA,NA,NA,NA,NA,NA,,1,,1,,,,,,
2216,'04,UL,Base,136,Marlins,Alex Gonzalez,100,,SS+2,,R,9,7,20,8,NA,NA,NA,NA,','1-2,'3-4,'5-7,'8-10,'11-16,','17-19,','20+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
2217,'05,UL,Base,136,Marlins,Tim Spooneybarger,310,,Reliever,,R,NA,NA,NA,NA,6,17,28,1,','1-4,'5-14,'15-17,'18,'19-23,','24-27,','28+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2218,'05,UL,TD,136,Astros,Jose Vizcaino,10,,SS+2,,S,9,8,21,10,NA,NA,NA,NA,','1,'2-5,'6-8,'9-10,'11-18,','19-20,','21+,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
2219,'05,UL,Base,137,Marlins,Dontrelle Willis,190,,Starter,,L,NA,NA,NA,NA,2,16,25,6,'1-3,'4-7,'8-14,'15-16,'17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2220,'05,UL,TD,137,Phillies,Todd Pratt,40,,C+2,,R,10,6,20,10,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-18,','19,','20+,2,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2221,'00,1st,Base,137,Indians,Richie Sexson,290,,LF-RF+0,1B+0,R,6,2,14,15,NA,NA,NA,NA,','1,'2,','3-5,'6-10,','11,'12-13,'14-20,NA,0,NA,NA,NA,0,NA,,,,,,,,,,
2222,'00,1st,PR,137,Devil Rays,Greg Vaughn,360,,LF-RF+2,,R,7,3,15,20,NA,NA,NA,NA,','1-2,','3,'4-10,'11-12,'13,'14,','15-20,NA,NA,NA,NA,NA,2,NA,,,,,,,,,,
2223,'01,1st,Base,137,Indians,Jim Thome,310,,1B+0,,L,9,3,18,10,NA,NA,NA,NA,','1-3,',','4-12,'13-15,','16-17,','18-20,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2224,'01,1st,PR,137,Red Sox,Tomokazu Ohka,320,,Starter,,R,NA,NA,NA,NA,2,17,NA,6,'1-4,'5-7,'8-13,'14-17,','18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2225,'02,UL,Base,137,Marlins,Alex Gonzalez,90,,SS+1,,R,8,5,20,12,NA,NA,NA,NA,','1-2,'3,'4-5,'6-7,'8-15,','16-19,','20+,NA,NA,NA,1,NA,NA,NA,,,,,,,,,,
2226,'02,UL,TD,137,Diamondbacks,Rick Helling,10,,Starter,,R,NA,NA,NA,NA,3,16,20,6,'1-4,'5-8,'9-13,'14-16,','17,','18-19,','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2227,'03,UL,Base,137,Marlins,Preston Wilson,220,,CF+0,,R,9,5,19,16,NA,NA,NA,NA,','1-2,'3-4,'5,'6-10,'11-15,'16,'17-18,','19+,NA,NA,NA,NA,NA,NA,0,,,,,,,,,,
2228,'03,RS,TD,137,Astros,Jeff Bagwell '91,390,RY,1B+1,,R,11,6,19,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-17,','18,','19+,NA,1,NA,NA,NA,NA,NA,,1,,,,,,,,
2229,'04,UL,Base,137,Marlins,Derrek Lee,360,G,1B+1,,R,11,6,19,17,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-15,'16,'17-18,','19+,NA,1,NA,NA,NA,NA,NA,,,1,,,,,,,
2230,'02,UL,TD,138,Athletics,Billy Koch,40,,Closer,,R,NA,NA,NA,NA,3,16,24,1,'1-3,'4-7,'8-14,'15-16,'17-18,'19-23,',',','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2231,'03,UL,Base,138,Astros,Brad Ausmus,130,G,C+9,,R,9,6,20,9,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-17,','18-19,','20+,9,NA,NA,NA,NA,NA,NA,,,1,,,,,,,
2232,'03,RS,TD,138,Royals,Carlos Beltran '99,400,RY,CF+2,,S,10,5,20,19,NA,NA,NA,NA,','1,'2-3,'4-5,'6-8,'9-15,'16-17,'18-19,','20+,NA,NA,NA,NA,NA,NA,2,,1,,,,,,,,
2233,'04,UL,Base,138,Marlins,Braden Looper,120,,Closer,,R,NA,NA,NA,NA,3,16,27,1,'1-2,'3-6,'7-14,'15-16,'17,'18-19,','20-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2234,'05,UL,Base,138,Astros,Brad Ausmus,10,,C+6,,R,9,7,20,10,NA,NA,NA,NA,','1,'2-4,'5-7,'8-10,'11-18,','19,','20+,6,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2235,'05,UL,TD,138,Phillies,Jose Offerman,50,,1B+1,,S,10,5,21,10,NA,NA,NA,NA,','1,'2-3,'4-5,'6-11,'12-17,','18-20,','21+,NA,1,NA,NA,NA,NA,NA,,,,,,,,,,
2236,'00,1st,Base,138,Indians,Paul Shuey,160,,Reliever,,R,NA,NA,NA,NA,6,15,NA,1,'7-8,'1-6,'9-13,'14-15,'16-17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2237,'00,1st,PR,138,Devil Rays,Gerald Williams,260,,OF+1,,R,7,5,18,20,NA,NA,NA,NA,','1,'2,'3-5,'6-8,'9-13,'14,'15-17,','18-20,NA,NA,NA,NA,NA,1,1,,,,,,,,,,
2238,'01,1st,Base,138,Indians,Omar Vizquel,250,,SS+2,,S,9,4,NA,20,NA,NA,NA,NA,',','1-2,'3-4,'5-10,'11-18,'19,'20,',',NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
2239,'01,1st,PR,138,Orioles,Melvin Mora,170,,OF+0,,R,8,5,20,20,NA,NA,NA,NA,','1-2,'3,'4-5,'6-9,'10-16,'17,'18,'19,'20+,NA,NA,NA,NA,NA,0,0,,,,,,,,,,
2240,'02,UL,Base,138,Marlins,Braden Looper,70,,Reliever,,R,NA,NA,NA,NA,1,19,23,1,'1-3,'4-8,'9-16,'17-19,'20-22,',',',','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2241,'00,1st,Base,139,Indians,Jim Thome,430,,1B+0,,L,10,4,18,10,NA,NA,NA,NA,','1-4,',','5-13,'14-16,','17,','18-20,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2242,'00,1st,PR,139,Devil Rays,Esteban Yan,50,,Reliever,,R,NA,NA,NA,NA,2,15,NA,1,'5-6,'1-4,'7-11,'12-15,'16-17,'18-20,',',',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2243,'01,1st,Base,139,Indians,Bob Wickman,250,,Closer,,R,NA,NA,NA,NA,5,16,NA,1,'1-3,'4-7,'8-14,'15-16,'17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2244,'01,1st,PR,139,White Sox,Kip Wells,160,,Starter,,R,NA,NA,NA,NA,4,14,NA,5,'1-2,'3-6,'7-11,'12-14,'15-16,'17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2245,'02,UL,Base,139,Marlins,Mike Lowell,190,,3B+2,,R,10,6,19,10,NA,NA,NA,NA,','1,'2,'3-6,'7-9,'10-16,','17-18,','19+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
2246,'02,UL,TD,139,Dodgers,Paul Quantrill,110,,Reliever,,R,NA,NA,NA,NA,5,16,24,1,'1-2,'3-6,'7-14,'15-16,','17-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2247,'03,UL,Base,139,Astros,Lance Berkman,680,,OF+0,,S,13,6,18,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-15,','16-17,','18+,NA,NA,NA,NA,NA,0,0,,,,,,,,,,
2248,'03,RS,TD,139,Phillies,Scott Rolen '97,400,RY,3B+3,,R,11,6,20,15,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-16,'17,'18,'19,'20+,NA,NA,NA,NA,3,NA,NA,,1,,,,,,,,
2249,'04,UL,Base,139,Marlins,Mike Lowell,250,S,3B+1,,R,10,6,19,10,NA,NA,NA,NA,','1,'2-3,'4-6,'7-10,'11-16,','17-18,','19+,NA,NA,NA,NA,1,NA,NA,,,,1,,,,,,
2250,'05,UL,Base,139,Astros,Jeff Bagwell,320,,1B+0,,R,11,6,19,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-16,','17-18,','19+,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
2251,'05,UL,TD,139,Mariners,Dan Wilson,10,,C+5,,R,9,7,21,10,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-10,'11-18,','19-20,','21+,5,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2252,'05,UL,Base,140,Astros,Carlos Beltran,420,,CF+2,,S,11,6,19,22,NA,NA,NA,NA,','1,'2-3,'4-6,'7-11,'12,'13-16,'17-18,','19+,NA,NA,NA,NA,NA,NA,2,,,,,,,,,,
2253,'05,UL,TD,140,Rangers,Frank Francisco,170,,Reliever,,R,NA,NA,NA,NA,3,16,26,1,'1-5,'6-11,'12-14,'15-16,'17-18,'19-22,','23-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2254,'00,1st,Base,140,Indians,Omar Vizquel,410,,SS+5,,S,10,5,NA,20,NA,NA,NA,NA,',','1-2,'3-5,'6-9,'10-16,'17-18,'19-20,',',NA,NA,NA,5,NA,NA,NA,,,,,,,,,,
2255,'00,1st,PR,140,Rangers,Tom Evans,200,,3B+1,,R,8,4,20,15,NA,NA,NA,NA,','1-2,','3-4,'5-11,'12-16,','17-19,','20+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
2256,'01,1st,Base,140,Rockies,Pedro Astacio,170,,Starter,,R,NA,NA,NA,NA,1,17,NA,6,'1-2,'3-8,'9-14,'15-17,'18,'19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2257,'01,1st,PR,140,Rangers,Ken Caminiti,380,,3B+1,,S,9,3,18,15,NA,NA,NA,NA,','1,'2,'3,'4-10,'11-15,'16,'17,','18-20,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
2258,'02,UL,Base,140,Marlins,Eric Owens,40,,LF-RF+1,,R,8,5,24,15,NA,NA,NA,NA,',','1-5,','6-8,'9-18,'19,'20-23,','24+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2259,'02,UL,TD,140,Braves,Tim Spooneybarger,160,,Reliever,,R,NA,NA,NA,NA,5,16,29,1,'1-3,'4-7,'8-12,'13-16,'17,'18-28,',',','29+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2260,'03,UL,Base,140,Astros,Craig Biggio,200,,2B+2,,R,10,7,20,14,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-10,'11-15,'16-17,'18-19,','20+,NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
2261,'03,RS,TD,140,Cubs,Kerry Wood '98,420,RY,Starter,,R,NA,NA,NA,NA,4,15,21,6,'1-2,'3-10,'11-14,'15,'16-17,'18-19,','20,','21+,NA,NA,NA,NA,NA,NA,NA,,1,,,,,,,,
2262,'04,UL,Base,140,Marlins,Juan Pierre,280,SB,CF+1,,L,11,5,21,24,NA,NA,NA,NA,',','1-4,'5,'6-8,'9-14,'15-18,'19-20,','21+,NA,NA,NA,NA,NA,NA,1,,,,,1,,,,,
2263,'02,UL,TD,141,Orioles,Jorge Julio,40,,Reliever,,R,NA,NA,NA,NA,5,15,25,1,'1-3,'4-7,'8-11,'12-15,'16-17,'18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2264,'03,UL,Base,141,Astros,Geoff Blum,170,,3B+2,,S,11,7,20,9,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-11,'12-17,','18-19,','20+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
2265,'03,RS,TD,141,Angels,Tim Salmon '93,480,RY,LF-RF+2,,R,11,6,19,11,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-11,'12-16,','17-18,','19+,NA,NA,NA,NA,NA,2,NA,,1,,,,,,,,
2266,'04,UL,Base,141,Marlins,Mark Redman,420,,Starter,,L,NA,NA,NA,NA,4,16,26,7,'1-2,'3-6,'7-12,'13-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2267,'05,UL,Base,141,Astros,Lance Berkman,470,,LF-RF+0,,S,14,6,19,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-12,'13-17,','18,','19+,NA,NA,NA,NA,NA,0,NA,,,,,,,,,,
2268,'05,UL,TD,141,Padres,Woody Williams,350,,Starter,,R,NA,NA,NA,NA,3,17,25,6,'1-3,'4-7,'8-13,'14-17,','18-19,','20-24,','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2269,'00,1st,Base,141,Indians,Enrique Wilson,130,,2B-SS-3B+1,,S,7,5,NA,15,NA,NA,NA,NA,',','1-3,'4-5,'6-7,'8-15,'16,'17-20,',',NA,NA,1,1,1,NA,NA,,,,,,,,,,
2270,'00,1st,PR,141,Rangers,Gabe Kapler,270,,CF+2,LF-RF+1,R,7,5,18,20,NA,NA,NA,NA,','1,'2-3,'4-5,'6-9,'10-13,'14,'15-16,'17,'18-20,NA,NA,NA,NA,NA,1,2,,,,,,,,,,
2271,'01,1st,Base,141,Rockies,Brian Bohanon,390,,Starter,,L,NA,NA,NA,NA,3,16,NA,7,'1-3,'4-6,'7-13,'14-16,'17,'18-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2272,'01,1st,PR,141,Braves,Dave Martinez,110,,LF-RF+1,,L,8,4,NA,15,NA,NA,NA,NA,','1,'2,'3-4,'5-8,'9-17,'18,'19,'20,',NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2273,'02,UL,Base,141,Marlins,Brad Penny,440,,Starter,,R,NA,NA,NA,NA,3,18,27,7,'1-3,'4-7,'8-14,'15-18,','19,','20-26,','27+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2274,'00,1st,Base,142,Rockies,Kurt Abbott,220,,2B+4,,R,7,5,19,15,NA,NA,NA,NA,','1-3,'4,'5,','6-14,','15-17,'18,'19-20,NA,NA,4,NA,NA,NA,NA,,,,,,,,,,
2275,'00,1st,PR,142,Rangers,Ruben Mateo,320,,CF+1,LF-RF+0,R,7,4,16,15,NA,NA,NA,NA,','1,'2,'3-4,','5-12,'13,'14-15,','16-20,NA,NA,NA,NA,NA,0,1,,,,,,,,,,
2276,'01,1st,Base,142,Rockies,Jeff Cirillo,300,,3B+2,,R,9,3,20,15,NA,NA,NA,NA,',','1-2,'3,'4-7,'8-15,','16-19,','20+,NA,NA,NA,NA,2,NA,NA,,,,,,,,,,
2277,'01,1st,PR,142,Tigers,Robert Fick,130,,C+2,1B+0,L,7,5,19,20,NA,NA,NA,NA,','1-3,'4,'5,'6-11,'12-15,'16,'17,'18,'19-20,2,0,NA,NA,NA,NA,NA,,,,,,,,,,
2278,'02,UL,Base,142,Marlins,Preston Wilson,270,,OF+2,,R,10,7,19,17,NA,NA,NA,NA,','1-4,'5-6,'7,'8-10,'11-14,'15,'16-18,','19+,NA,NA,NA,NA,NA,2,2,,,,,,,,,,
2279,'02,UL,TD,142,Astros,Carlos Hernandez,260,,Starter,,L,NA,NA,NA,NA,4,15,23,6,'1-3,'4-7,'8-11,'12-15,'16-18,'19-22,',',','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2280,'03,UL,Base,142,Astros,Richard Hidalgo,150,,LF-RF+1,,R,9,6,19,11,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-10,'11-16,','17-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2281,'03,RS,TD,142,Mariners,Ichiro Suzuki '01,490,G RY S,LF-RF+2,,L,13,6,21,25,NA,NA,NA,NA,','1,'2-5,'6,'7-8,'9-15,'16-17,'18,'19-20,'21+,NA,NA,NA,NA,NA,2,NA,,1,1,1,,,,,,
2282,'04,UL,Base,142,Marlins,Ivan Rodriguez,320,,C+10,,R,11,6,20,12,NA,NA,NA,NA,','1-2,'3-5,'6,'7-10,'11-16,'17,'18-19,','20+,10,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2283,'05,UL,Base,142,Astros,Craig Biggio,310,,OF+0,,R,9,5,19,15,NA,NA,NA,NA,','1,'2-3,'4-5,'6-8,'9-15,','16-18,','19+,NA,NA,NA,NA,NA,0,0,,,,,,,,,,
2284,'05,UL,TD,142,Twins,Juan Castro,70,,3B+1,,R,9,7,20,10,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-9,'10-16,','17-19,','20+,NA,NA,NA,NA,1,NA,NA,,,,,,,,,,
2285,'05,UL,Base,143,Astros,Roger Clemens,520,CY,Starter,,R,NA,NA,NA,NA,5,16,26,6,'1-2,'3-7,'8-13,'14-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,1,
2286,'05,UL,TD,143,Cubs,Jerry Hairston Jr.,110,,LF-RF+2,,R,11,6,21,13,NA,NA,NA,NA,','1,'2-3,'4-6,'7-10,'11-17,'18,'19-20,','21+,NA,NA,NA,NA,NA,2,NA,,,,,,,,,,
2287,'00,1st,Base,143,Rockies,Pedro Astacio,220,,Starter,,R,NA,NA,NA,NA,4,15,20,7,'6-7,'1-5,'8-11,'12-15,'16,'17-18,','19,','20+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2288,'00,1st,PR,143,Rangers,Kenny Rogers,350,,Starter,,L,NA,NA,NA,NA,4,15,NA,6,'4-5,'1-3,'6-12,'13-15,'16,'17-19,','20,',',NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2289,'01,1st,Base,143,Rockies,Jeff Frye,190,,2B+2,,R,9,3,NA,15,NA,NA,NA,NA,','1,'2-3,','4-7,'8-19,','20,',',NA,NA,2,NA,NA,NA,NA,,,,,,,,,,
2290,'01,1st,PR,143,Orioles,Mike Bordick,230,,SS+2,,R,8,4,19,15,NA,NA,NA,NA,','1,'2,'3-4,'5-7,'8-15,'16,'17-18,','19-20,NA,NA,NA,2,NA,NA,NA,,,,,,,,,,
2291,'02,UL,Base,143,Astros,Moises Alou,360,,LF-RF+1,,R,12,6,19,13,NA,NA,NA,NA,',','1-3,'4-6,'7-9,'10-16,','17-18,','19+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2292,'02,UL,TD,143,Cardinals,Rick Ankiel,180,,Starter,,L,NA,NA,NA,NA,3,15,25,5,'1-3,'4-7,'8-12,'13-15,'16-18,'19-24,',',','25+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2293,'03,UL,Base,143,Astros,Julio Lugo,170,,SS+1,,R,9,6,19,12,NA,NA,NA,NA,','1-2,'3-4,'5-6,'7-9,'10-16,','17-18,','19+,NA,NA,NA,1,NA,NA,NA,,,,,,,,,,
2294,'03,RS,TD,143,Dodgers,Mike Piazza '93,580,RY S,C+5,,R,11,6,19,10,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-16,','17-18,','19+,5,NA,NA,NA,NA,NA,NA,,1,,1,,,,,,
2295,'04,UL,Base,143,Marlins,Tim Spooneybarger,270,,Reliever,,R,NA,NA,NA,NA,6,17,28,1,'1-2,'3-6,'7-16,'17,'18,'19-23,','24-27,','28+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2296,'02,UL,TD,144,Orioles,Scott Erickson,160,,Starter,,R,NA,NA,NA,NA,1,18,23,6,'1-3,'4-5,'6-14,'15-18,'19,'20-22,',',','23+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2297,'03,UL,Base,144,Astros,Orlando Merced,70,,LF-RF+1,,L,10,7,20,10,NA,NA,NA,NA,','1-2,'3-5,'6-7,'8-11,'12-18,','19,','20+,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2298,'03,RS,TD,144,Cardinals,Albert Pujols '01,600,RY S,3B+1,LF-RF+1,R,13,8,19,10,NA,NA,NA,NA,','1-2,'3-5,'6-8,'9-11,'12-16,','17-18,','19+,NA,NA,NA,NA,1,1,NA,,1,,1,,,,,,
2299,'04,UL,Base,144,Marlins,Dontrelle Willis,240,RY R,Starter,,L,NA,NA,NA,NA,3,16,26,6,'1,'2-6,'7-12,'13-16,'17,'18-19,','20-25,','26+,NA,NA,NA,NA,NA,NA,NA,1,1,,,,,,,,
2300,'05,UL,Base,144,Astros,Morgan Ensberg,100,,3B+0,,R,9,6,20,12,NA,NA,NA,NA,','1,'2-4,'5-6,'7-9,'10-17,','18-19,','20+,NA,NA,NA,NA,0,NA,NA,,,,,,,,,,
2301,'05,UL,TD,144,Cardinals,Jeff Suppan,120,,Starter,,R,NA,NA,NA,NA,2,16,24,6,'1-3,'4-6,'7-14,'15-16,'17,'18-19,','20-23,','24+,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2302,'00,1st,Base,144,Rockies,Jeff Barry,190,,CF+0,LF-RF+1,S,7,3,19,10,NA,NA,NA,NA,',',','1-3,'4-9,'10-13,','14-18,','19-20,NA,NA,NA,NA,NA,1,0,,,,,,,,,,
2303,'00,1st,PR,144,Rangers,David Segui,240,,DH,,S,8,4,19,10,NA,NA,NA,NA,',','1-2,'3-4,'5-6,'7-15,','16-17,'18,'19-20,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,
2304,'01,1st,Base,144,Rockies,Jeffrey Hammonds,380,,LF-RF+1,,R,9,3,19,20,NA,NA,NA,NA,','1,','2-3,'4-6,'7-15,'16,'17-18,','19-20,NA,NA,NA,NA,NA,1,NA,,,,,,,,,,
2305,'01,1st,PR,144,Twins,Doug Mientkiewicz,190,,1B+0,,L,8,4,19,15,NA,NA,NA,NA,','1-2,','3-4,'5-8,'9-16,','17-18,','19-20,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,
